Time: 2026-06-25 20:20:46
Log Dir: logs/2026-06-25_20-20-46/GeFL_DDPM_baseline_total
================================================================================

==============================        Args        ==============================
  exp_timestamp: None
  exp_conf: ./configs/het-iid-exp.yaml
  device: cuda:1
  seed: 15698
  algorithm: GeFL_DDPM_baseline_total
  num_new_clients: 1
  num_train_mnist: 10
  num_train_emnist: 10
  num_train_fashionmnist: 0
  num_train_cifar10: 10
  num_train_cifar100: 0
  num_train_usps: 0
  label_mapping: independent
================================================================================
==============================    Exp Configs     ==============================
exp_name: model-heterogeneity
heterogeneous: true
dirichlet_alpha: 100
global_rounds: 50
local_epochs: 1
local_loss_fn: CrossEntropyLoss
local_optim: Adam
local_lr: 0.001
batch_size: 64
sample_frac: 1.0
test_interval: 1
metric_type: accuracy
global_feature_dim: 256
optim: Adam
optim_lr: 0.001
global_gen_epochs: 10
gen_noise_dim: 128
gen_optim: Adam
gen_optim_lr: 0.001
n_feat: 32
ddpm_guide_w: 1.0
global_feat_gen_epochs: 10
feat_gen_noise_dim: 128
feat_gen_optim: Adam
feat_gen_optim_lr: 0.001
feat_gen_div_beta: 1.0
public_data_ratio: 0.05
start_mapping_epoch: 10
gen_observer_weight: 0.0
index_matching: ddpm
aggregate_method: dataset_name
use_new_entropy_method: false
entropy_ratio: 0.75
cs_threshold: 0.9
global_model_epochs: 5
global_model_optim: Adam
global_model_optim_lr: 0.001
global_samples_per_class: 64

================================================================================

==================================================
Start 50 rounds training by GeFL_DDPM_baseline_total
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 1 ---
Client 0 (MNIST) | Target Loss: 1.0013 | DDPM Loss: 0.1966
Client 1 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0094
Client 2 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0097
Client 3 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0098
Client 4 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0097
Client 5 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0099
Client 6 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0096
Client 7 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0095
Client 8 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0139
Client 9 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0096
Client 11 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 12 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 13 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 14 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 15 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 16 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 17 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 18 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 19 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 20 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 22 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0367
Client 23 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0364
Client 24 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0358
Client 25 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0354
Client 26 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0361
Client 27 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0363
Client 28 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0361
Client 29 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0368
Client 30 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0364
Client 31 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0357
Epoch 0 Loss: 0.5139
Epoch 1 Loss: 0.3022
Epoch 2 Loss: 0.2185
Epoch 3 Loss: 0.1633
Epoch 4 Loss: 0.1231
[Server] Global Inference Model Acc (MNIST) (Round 34): 92.30% (Tested on 9095 samples)
[Server] Global Inference Model Acc (EMNIST) (Round 34): 64.67% (Tested on 105779 samples)
[Server] Global Inference Model Acc (CIFAR10) (Round 34): 40.37% (Tested on 9100 samples)
[Server] Global Inference Model Acc (Mix) (Round 34): 64.91% (Tested on 123974 samples)
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 35 ---
Client 0 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0094
Client 1 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0092
Client 2 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0096
Client 3 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0097
Client 4 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0096
Client 5 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0102
Client 6 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0098
Client 7 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0095
Client 8 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0123
Client 9 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0095
Client 11 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 12 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 13 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 14 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 15 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 16 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 17 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 18 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 19 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 20 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 22 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0357
Client 23 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0365
Client 24 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0358
Client 25 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0352
Client 26 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0357
Client 27 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0356
Client 28 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0358
Client 29 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0365
Client 30 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0360
Client 31 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0369
Epoch 0 Loss: 0.5304
Epoch 1 Loss: 0.3150
Epoch 2 Loss: 0.2297
Epoch 3 Loss: 0.1757
Epoch 4 Loss: 0.1200
[Server] Global Inference Model Acc (MNIST) (Round 35): 92.79% (Tested on 9095 samples)
[Server] Global Inference Model Acc (EMNIST) (Round 35): 68.41% (Tested on 105779 samples)
[Server] Global Inference Model Acc (CIFAR10) (Round 35): 41.25% (Tested on 9100 samples)
[Server] Global Inference Model Acc (Mix) (Round 35): 68.20% (Tested on 123974 samples)
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 36 ---
Client 0 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0095
Client 1 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0095
Client 2 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0097
Client 3 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0095
Client 4 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0094
Client 5 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0124
Client 6 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0095
Client 7 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0096
Client 8 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0091
Client 9 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0095
Client 11 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 12 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 13 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 14 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 15 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 16 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 17 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 18 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 19 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 20 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 22 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0354
Client 23 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0369
Client 24 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0363
Client 25 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0357
Client 26 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0354
Client 27 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0353
Client 28 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0360
Client 29 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0360
Client 30 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0356
Client 31 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0347
Epoch 0 Loss: 0.5010
Epoch 1 Loss: 0.2709
Epoch 2 Loss: 0.1890
Epoch 3 Loss: 0.1324
Epoch 4 Loss: 0.0917
[Server] Global Inference Model Acc (MNIST) (Round 36): 92.57% (Tested on 9095 samples)
[Server] Global Inference Model Acc (EMNIST) (Round 36): 65.45% (Tested on 105779 samples)
[Server] Global Inference Model Acc (CIFAR10) (Round 36): 42.35% (Tested on 9100 samples)
[Server] Global Inference Model Acc (Mix) (Round 36): 65.74% (Tested on 123974 samples)
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 37 ---
Client 0 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0096
Client 1 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0094
Client 2 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0096
Client 3 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0093
Client 4 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0094
Client 5 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0091
Client 6 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0092
Client 7 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0093
Client 8 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0094
Client 9 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0097
Client 11 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 12 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 13 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 14 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 15 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 16 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0077
Client 17 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 18 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 19 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 20 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 22 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0351
Client 23 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0361
Client 24 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0359
Client 25 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0359
Client 26 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0350
Client 27 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0354
Client 28 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0355
Client 29 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0358
Client 30 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0355
Client 31 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0353
Epoch 0 Loss: 0.5066
Epoch 1 Loss: 0.2757
Epoch 2 Loss: 0.2111
Epoch 3 Loss: 0.1539
Epoch 4 Loss: 0.1055
[Server] Global Inference Model Acc (MNIST) (Round 37): 93.70% (Tested on 9095 samples)
[Server] Global Inference Model Acc (EMNIST) (Round 37): 67.46% (Tested on 105779 samples)
[Server] Global Inference Model Acc (CIFAR10) (Round 37): 42.21% (Tested on 9100 samples)
[Server] Global Inference Model Acc (Mix) (Round 37): 67.53% (Tested on 123974 samples)
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 38 ---
Client 0 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0094
Client 1 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0094
Client 2 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0092
Client 3 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0095
Client 4 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0096
Client 5 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0089
Client 6 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0092
Client 7 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0095
Client 8 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0107
Client 9 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0095
Client 11 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 12 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 13 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 14 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 15 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 16 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 17 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 18 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 19 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 20 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 22 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0356
Client 23 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0360
Client 24 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0353
Client 25 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0350
Client 26 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0354
Client 27 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0358
Client 28 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0352
Client 29 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0359
Client 30 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0366
Client 31 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0343
Epoch 0 Loss: 0.4993
Epoch 1 Loss: 0.2796
Epoch 2 Loss: 0.1974
Epoch 3 Loss: 0.1483
Epoch 4 Loss: 0.1062
[Server] Global Inference Model Acc (MNIST) (Round 38): 94.24% (Tested on 9095 samples)
[Server] Global Inference Model Acc (EMNIST) (Round 38): 66.32% (Tested on 105779 samples)
[Server] Global Inference Model Acc (CIFAR10) (Round 38): 42.21% (Tested on 9100 samples)
[Server] Global Inference Model Acc (Mix) (Round 38): 66.60% (Tested on 123974 samples)
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 39 ---
Client 0 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0098
Client 1 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0092
Client 2 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0096
Client 3 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0095
Client 4 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0096
Client 5 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0091
Client 6 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0095
Client 7 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0093
Client 8 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0104
Client 9 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0093
Client 11 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 12 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0077
Client 13 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 14 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 15 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0077
Client 16 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 17 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 18 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0077
Client 19 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 20 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 22 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0357
Client 23 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0356
Client 24 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0354
Client 25 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0354
Client 26 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0353
Client 27 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0354
Client 28 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0364
Client 29 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0361
Client 30 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0369
Client 31 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0354
Epoch 0 Loss: 0.5400
Epoch 1 Loss: 0.2896
Epoch 2 Loss: 0.2090
Epoch 3 Loss: 0.1571
Epoch 4 Loss: 0.1169
[Server] Global Inference Model Acc (MNIST) (Round 39): 91.63% (Tested on 9095 samples)
[Server] Global Inference Model Acc (EMNIST) (Round 39): 65.44% (Tested on 105779 samples)
[Server] Global Inference Model Acc (CIFAR10) (Round 39): 42.53% (Tested on 9100 samples)
[Server] Global Inference Model Acc (Mix) (Round 39): 65.68% (Tested on 123974 samples)
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 40 ---
Client 0 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0092
Client 1 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0091
Client 2 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0093
Client 3 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0096
Client 4 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0095
Client 5 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0094
Client 6 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0091
Client 7 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0093
Client 8 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0100
Client 9 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0093
Client 11 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 12 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 13 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 14 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0077
Client 15 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0077
Client 16 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0077
Client 17 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 18 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 19 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 20 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 22 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0353
Client 23 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0351
Client 24 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0363
Client 25 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0355
Client 26 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0353
Client 27 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0353
Client 28 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0353
Client 29 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0358
Client 30 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0368
Client 31 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0366
Epoch 0 Loss: 0.4968
Epoch 1 Loss: 0.2860
Epoch 2 Loss: 0.2062
Epoch 3 Loss: 0.1511
Epoch 4 Loss: 0.1198
[Server] Global Inference Model Acc (MNIST) (Round 40): 93.34% (Tested on 9095 samples)
[Server] Global Inference Model Acc (EMNIST) (Round 40): 66.81% (Tested on 105779 samples)
[Server] Global Inference Model Acc (CIFAR10) (Round 40): 44.21% (Tested on 9100 samples)
[Server] Global Inference Model Acc (Mix) (Round 40): 67.10% (Tested on 123974 samples)
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 41 ---
Client 0 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0093
Client 1 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0091
Client 2 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0094
Client 3 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0092
Client 4 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0093
Client 5 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0103
Client 6 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0091
Client 7 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0091
Client 8 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0096
Client 9 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0092
Client 11 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 12 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0077
Client 13 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0077
Client 14 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 15 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 16 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0077
Client 17 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0077
Client 18 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0077
Client 19 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 20 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 22 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0358
Client 23 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0363
Client 24 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0351
Client 25 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0360
Client 26 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0354
Client 27 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0348
Client 28 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0357
Client 29 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0365
Client 30 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0363
Client 31 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0355
Epoch 0 Loss: 0.4848
Epoch 1 Loss: 0.2657
Epoch 2 Loss: 0.1879
Epoch 3 Loss: 0.1392
Epoch 4 Loss: 0.0998
[Server] Global Inference Model Acc (MNIST) (Round 41): 93.08% (Tested on 9095 samples)
[Server] Global Inference Model Acc (EMNIST) (Round 41): 67.72% (Tested on 105779 samples)
[Server] Global Inference Model Acc (CIFAR10) (Round 41): 43.96% (Tested on 9100 samples)
[Server] Global Inference Model Acc (Mix) (Round 41): 67.84% (Tested on 123974 samples)
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 42 ---
Client 0 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0092
Client 1 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0091
Client 2 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0093
Client 3 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0093
Client 4 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0092
Client 5 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0088
Client 6 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0090
Client 7 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0092
Client 8 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0093
Client 9 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0094
Client 11 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0077
